EmployeeID,EmployeeCount,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBand,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1630,1,35,27-35,No,Non-Travel,208,"Research & Development",8,4,"Life Sciences",3,Female,52,3,2,"Healthcare Representative",3,Married,4148,1k-5k,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
1631,1,37,36-44,No,"Travel Rarely",671,"Research & Development",19,3,"Life Sciences",3,Male,85,3,2,"Manufacturing Director",3,Married,5768,5k-10k,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
1633,1,39,36-44,No,"Travel Frequently",711,"Research & Development",4,3,Medical,1,Female,81,3,2,"Manufacturing Director",3,Single,5042,5k-10k,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
1635,1,45,45-53,No,"Travel Rarely",1329,"Research & Development",2,2,Other,4,Female,59,2,2,"Manufacturing Director",4,Divorced,5770,5k-10k,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
1638,1,38,36-44,No,"Travel Rarely",397,"Research & Development",2,2,Medical,4,Female,54,2,3,"Manufacturing Director",3,Married,7756,5k-10k,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
1639,1,35,27-35,Yes,"Travel Rarely",737,Sales,10,3,Medical,4,Male,55,2,3,"Sales Executive",1,Married,10306,10k-15k,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
1640,1,37,36-44,No,"Travel Rarely",1470,"Research & Development",10,3,Medical,2,Female,71,3,1,"Research Scientist",2,Married,3936,1k-5k,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
1641,1,40,36-44,No,"Travel Rarely",448,"Research & Development",16,3,"Life Sciences",3,Female,84,3,3,"Manufacturing Director",4,Single,7945,5k-10k,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
1642,1,44,36-44,No,"Travel Frequently",602,"Human Resources",1,5,"Human Resources",1,Male,37,3,2,"Human Resources",4,Married,5743,5k-10k,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
1644,1,48,45-53,No,"Travel Frequently",365,"Research & Development",4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,15k-20k,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
1645,1,35,27-35,Yes,"Travel Rarely",763,Sales,15,2,Medical,1,Male,59,1,2,"Sales Executive",4,Divorced,5440,5k-10k,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
1646,1,24,18-26,No,"Travel Frequently",567,"Research & Development",2,1,"Technical Degree",1,Female,32,3,1,"Research Scientist",4,Single,3760,1k-5k,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
1647,1,27,27-35,No,"Travel Rarely",486,"Research & Development",8,3,Medical,2,Female,86,4,1,"Research Scientist",3,Married,3517,1k-5k,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
1648,1,27,27-35,No,"Travel Frequently",591,"Research & Development",2,3,Medical,4,Male,87,3,1,"Research Scientist",4,Single,2580,1k-5k,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
1649,1,40,36-44,Yes,"Travel Rarely",1329,"Research & Development",7,3,"Life Sciences",1,Male,73,3,1,"Laboratory Technician",1,Single,2166,1k-5k,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
1650,1,29,27-35,No,"Travel Rarely",469,Sales,10,3,Medical,3,Male,42,2,2,"Sales Executive",3,Single,5869,5k-10k,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
1651,1,36,36-44,No,"Travel Rarely",711,"Research & Development",5,4,"Life Sciences",2,Female,42,3,3,"Healthcare Representative",1,Married,8008,5k-10k,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
1653,1,25,18-26,No,"Travel Frequently",772,"Research & Development",2,1,"Life Sciences",4,Male,77,4,2,"Manufacturing Director",3,Divorced,5206,5k-10k,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
1654,1,39,36-44,No,"Travel Rarely",492,"Research & Development",12,3,Medical,4,Male,66,3,2,"Manufacturing Director",2,Married,5295,5k-10k,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
1655,1,49,45-53,No,"Travel Rarely",301,"Research & Development",22,4,Other,1,Female,72,3,4,"Research Director",2,Married,16413,15k-20k,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
1656,1,50,45-53,No,"Travel Rarely",813,"Research & Development",17,5,"Life Sciences",4,Female,50,2,3,"Research Director",1,Divorced,13269,10k-15k,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
1657,1,20,18-26,No,"Travel Rarely",1141,Sales,2,3,Medical,3,Female,31,3,1,"Sales Representative",3,Single,2783,1k-5k,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
1658,1,34,27-35,No,"Travel Rarely",1130,"Research & Development",3,3,"Life Sciences",4,Female,66,3,2,"Research Scientist",2,Divorced,5433,5k-10k,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
1659,1,36,36-44,No,"Travel Rarely",311,"Research & Development",7,3,"Life Sciences",1,Male,77,3,1,"Laboratory Technician",2,Single,2013,1k-5k,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
1661,1,49,45-53,No,"Travel Rarely",465,"Research & Development",6,1,"Life Sciences",3,Female,41,2,4,"Healthcare Representative",3,Married,13966,10k-15k,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
1662,1,36,36-44,No,Non-Travel,894,"Research & Development",1,4,Medical,4,Female,33,2,2,"Manufacturing Director",3,Married,4374,1k-5k,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
1664,1,36,36-44,No,"Travel Rarely",1040,"Research & Development",3,2,"Life Sciences",4,Male,79,4,2,"Healthcare Representative",1,Divorced,6842,5k-10k,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
1665,1,54,54-60,No,"Travel Rarely",584,"Research & Development",22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,15k-20k,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
1666,1,43,36-44,No,"Travel Rarely",1291,"Research & Development",15,2,"Life Sciences",3,Male,65,2,4,"Research Director",3,Married,17603,15k-20k,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
1667,1,35,27-35,Yes,"Travel Frequently",880,Sales,12,4,Other,4,Male,36,3,2,"Sales Executive",4,Single,4581,1k-5k,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
1668,1,38,36-44,No,"Travel Frequently",1189,"Research & Development",1,3,"Life Sciences",4,Male,90,3,2,"Research Scientist",4,Married,4735,1k-5k,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
1669,1,29,27-35,No,"Travel Rarely",991,Sales,5,3,Medical,1,Male,43,2,2,"Sales Executive",2,Divorced,4187,1k-5k,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
1670,1,33,27-35,No,"Travel Rarely",392,Sales,2,4,Medical,4,Male,93,3,2,"Sales Executive",4,Divorced,5505,5k-10k,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
1671,1,32,27-35,No,"Travel Rarely",977,"Research & Development",2,3,Medical,4,Male,45,3,2,"Research Scientist",2,Divorced,5470,5k-10k,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
1673,1,31,27-35,No,"Travel Rarely",1112,Sales,5,4,"Life Sciences",1,Female,67,3,2,"Sales Executive",4,Married,5476,5k-10k,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
1674,1,49,45-53,No,"Travel Rarely",464,"Research & Development",16,3,Medical,4,Female,74,3,1,"Laboratory Technician",1,Divorced,2587,1k-5k,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
1675,1,38,36-44,No,"Travel Frequently",148,"Research & Development",2,3,Medical,4,Female,42,2,1,"Laboratory Technician",2,Single,2440,1k-5k,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
1676,1,47,45-53,No,"Travel Rarely",1225,Sales,2,4,"Life Sciences",2,Female,47,4,4,Manager,2,Divorced,15972,15k-20k,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
1677,1,49,45-53,No,"Travel Rarely",809,"Research & Development",1,3,"Life Sciences",3,Male,36,3,4,Manager,3,Single,15379,15k-20k,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
1678,1,41,36-44,No,"Travel Rarely",1206,Sales,23,2,"Life Sciences",4,Male,80,3,3,"Sales Executive",3,Single,7082,5k-10k,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
1680,1,20,18-26,No,"Travel Rarely",727,Sales,9,1,"Life Sciences",4,Male,54,3,1,"Sales Representative",1,Single,2728,1k-5k,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
1681,1,33,27-35,No,Non-Travel,530,Sales,16,3,"Life Sciences",3,Female,36,3,2,"Sales Executive",4,Divorced,5368,5k-10k,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
1682,1,36,36-44,No,"Travel Rarely",1351,"Research & Development",26,4,"Life Sciences",1,Male,80,3,2,"Healthcare Representative",3,Married,5347,5k-10k,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
1683,1,44,36-44,No,"Travel Rarely",528,"Human Resources",1,3,"Life Sciences",3,Female,44,3,1,"Human Resources",4,Divorced,3195,1k-5k,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
1684,1,23,18-26,Yes,"Travel Rarely",1320,"Research & Development",8,1,Medical,4,Male,93,2,1,"Laboratory Technician",3,Single,3989,1k-5k,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
1687,1,38,36-44,No,"Travel Rarely",1495,"Research & Development",4,2,Medical,4,Female,87,3,1,"Laboratory Technician",3,Married,3306,1k-5k,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
1689,1,53,45-53,No,"Travel Rarely",1395,"Research & Development",24,4,Medical,2,Male,48,4,3,"Healthcare Representative",4,Married,7005,5k-10k,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
1691,1,48,45-53,Yes,"Travel Frequently",708,Sales,7,2,Medical,4,Female,95,3,1,"Sales Representative",3,Married,2655,1k-5k,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
1692,1,32,27-35,Yes,"Travel Rarely",1259,"Research & Development",2,4,"Life Sciences",4,Male,95,3,1,"Laboratory Technician",2,Single,1393,1k-5k,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
1693,1,26,18-26,No,Non-Travel,786,"Research & Development",7,3,Medical,4,Male,76,3,1,"Laboratory Technician",4,Single,2570,1k-5k,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
1694,1,55,54-60,No,"Travel Rarely",1441,"Research & Development",22,3,"Technical Degree",1,Male,94,2,1,"Research Scientist",2,Divorced,3537,1k-5k,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
1696,1,34,27-35,No,"Travel Rarely",1157,"Research & Development",5,2,Medical,2,Male,57,2,2,"Laboratory Technician",4,Married,3986,1k-5k,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
1697,1,60,54-60,No,"Travel Rarely",370,"Research & Development",1,4,Medical,3,Male,92,1,3,"Healthcare Representative",4,Divorced,10883,10k-15k,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
1698,1,33,27-35,No,"Travel Rarely",267,"Research & Development",21,3,Medical,2,Male,79,4,1,"Laboratory Technician",2,Married,2028,1k-5k,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
1700,1,37,36-44,No,"Travel Frequently",1278,Sales,1,4,Medical,3,Male,31,1,2,"Sales Executive",4,Divorced,9525,5k-10k,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
1701,1,34,27-35,No,"Travel Rarely",678,"Research & Development",19,3,"Life Sciences",2,Female,35,2,1,"Research Scientist",4,Married,2929,1k-5k,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
1702,1,23,18-26,Yes,"Travel Rarely",427,Sales,7,3,"Life Sciences",3,Male,99,3,1,"Sales Representative",4,Divorced,2275,1k-5k,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
1703,1,44,36-44,No,"Travel Rarely",921,"Research & Development",2,3,"Life Sciences",3,Female,96,4,3,"Healthcare Representative",4,Married,7879,5k-10k,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
1704,1,35,27-35,No,"Travel Frequently",146,"Research & Development",2,4,Medical,1,Male,79,2,1,"Research Scientist",4,Single,4930,1k-5k,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
1706,1,43,36-44,No,"Travel Rarely",1179,Sales,2,3,Medical,4,Male,73,3,2,"Sales Executive",4,Married,7847,5k-10k,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
1707,1,24,18-26,No,"Travel Rarely",581,"Research & Development",9,3,Medical,3,Male,62,4,1,"Research Scientist",3,Married,4401,1k-5k,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
1708,1,41,36-44,No,"Travel Rarely",918,Sales,6,3,Marketing,4,Male,35,3,3,"Sales Executive",3,Single,9241,5k-10k,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
1709,1,29,27-35,No,"Travel Rarely",1082,"Research & Development",9,4,Medical,4,Female,43,3,1,"Laboratory Technician",3,Married,2974,1k-5k,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
1710,1,36,36-44,No,"Travel Rarely",530,Sales,2,4,"Life Sciences",3,Female,51,3,2,"Sales Representative",4,Single,4502,1k-5k,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
1712,1,45,45-53,No,Non-Travel,1238,"Research & Development",1,1,"Life Sciences",3,Male,74,2,3,"Healthcare Representative",3,Married,10748,10k-15k,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
1714,1,24,18-26,Yes,"Travel Rarely",240,"Human Resources",22,1,"Human Resources",4,Male,58,1,1,"Human Resources",3,Married,1555,1k-5k,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
1716,1,47,45-53,Yes,"Travel Frequently",1093,Sales,9,3,"Life Sciences",3,Male,82,1,4,"Sales Executive",3,Married,12936,10k-15k,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
1718,1,26,18-26,No,"Travel Rarely",390,"Research & Development",17,4,Medical,4,Male,62,1,1,"Laboratory Technician",3,Married,2305,1k-5k,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
1719,1,45,45-53,No,"Travel Rarely",1005,"Research & Development",28,2,"Technical Degree",4,Female,48,2,4,"Research Director",2,Single,16704,15k-20k,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
1720,1,32,27-35,No,"Travel Frequently",585,"Research & Development",10,3,"Life Sciences",1,Male,56,3,1,"Research Scientist",3,Married,3433,1k-5k,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
1721,1,31,27-35,No,"Travel Rarely",741,"Research & Development",2,4,"Life Sciences",2,Male,69,3,1,"Laboratory Technician",3,Married,3477,1k-5k,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
1722,1,41,36-44,No,Non-Travel,552,"Human Resources",4,3,"Human Resources",3,Male,60,1,2,"Human Resources",2,Married,6430,5k-10k,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
1724,1,40,36-44,No,"Travel Rarely",369,"Research & Development",8,2,"Life Sciences",2,Female,92,3,2,"Manufacturing Director",1,Married,6516,5k-10k,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
1725,1,24,18-26,No,"Travel Rarely",506,"Research & Development",29,1,Medical,2,Male,91,3,1,"Laboratory Technician",1,Divorced,3907,1k-5k,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
1727,1,46,45-53,No,"Travel Rarely",717,"Research & Development",13,4,"Life Sciences",3,Male,34,3,2,"Healthcare Representative",2,Single,5562,5k-10k,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
1728,1,35,27-35,No,"Travel Rarely",1370,"Research & Development",27,4,"Life Sciences",4,Male,49,3,2,"Manufacturing Director",3,Married,6883,5k-10k,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
1729,1,30,27-35,No,"Travel Rarely",793,"Research & Development",16,1,"Life Sciences",2,Male,33,3,1,"Research Scientist",4,Married,2862,1k-5k,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
1731,1,47,45-53,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,"Sales Executive",2,Married,4978,1k-5k,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
1732,1,46,45-53,No,"Travel Rarely",1277,Sales,2,3,"Life Sciences",3,Male,74,3,3,"Sales Executive",4,Divorced,10368,10k-15k,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
1733,1,36,36-44,Yes,"Travel Rarely",1456,Sales,13,5,Marketing,2,Male,96,2,2,"Sales Executive",1,Divorced,6134,5k-10k,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
1734,1,32,27-35,Yes,"Travel Rarely",964,Sales,1,2,"Life Sciences",1,Male,34,1,2,"Sales Executive",2,Single,6735,5k-10k,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
1735,1,23,18-26,No,"Travel Rarely",160,"Research & Development",4,1,Medical,3,Female,51,3,1,"Laboratory Technician",2,Single,3295,1k-5k,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
1736,1,31,27-35,No,"Travel Frequently",163,"Research & Development",24,1,"Technical Degree",4,Female,30,3,2,"Manufacturing Director",4,Single,5238,5k-10k,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
1737,1,39,36-44,No,Non-Travel,792,"Research & Development",1,3,"Life Sciences",4,Male,77,3,2,"Laboratory Technician",4,Married,6472,5k-10k,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
1739,1,32,27-35,No,"Travel Rarely",371,Sales,19,3,"Life Sciences",4,Male,80,1,3,"Sales Executive",3,Married,9610,5k-10k,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
1740,1,40,36-44,No,"Travel Rarely",611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,15k-20k,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
1744,1,45,45-53,No,"Travel Rarely",176,"Human Resources",4,3,"Life Sciences",3,Female,56,1,3,"Human Resources",3,Married,9756,5k-10k,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
1745,1,30,27-35,No,"Travel Frequently",1312,"Research & Development",2,4,"Technical Degree",4,Female,78,2,1,"Research Scientist",1,Single,4968,1k-5k,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
1746,1,24,18-26,No,"Travel Frequently",897,"Human Resources",10,3,Medical,1,Male,59,3,1,"Human Resources",4,Married,2145,1k-5k,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
1747,1,30,27-35,Yes,"Travel Frequently",600,"Human Resources",8,3,"Human Resources",3,Female,66,2,1,"Human Resources",4,Divorced,2180,1k-5k,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
1749,1,31,27-35,No,"Travel Rarely",1003,Sales,5,3,"Technical Degree",1,Male,51,3,2,"Sales Executive",3,Married,8346,5k-10k,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
1751,1,27,27-35,No,"Travel Rarely",1054,"Research & Development",8,3,Medical,3,Female,67,3,1,"Research Scientist",4,Single,3445,1k-5k,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
1752,1,29,27-35,Yes,"Travel Rarely",428,Sales,9,3,Marketing,2,Female,52,1,1,"Sales Representative",2,Single,2760,1k-5k,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
1753,1,29,27-35,No,"Travel Frequently",461,"Research & Development",1,3,"Life Sciences",4,Male,70,4,2,"Healthcare Representative",3,Single,6294,5k-10k,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
1754,1,30,27-35,No,"Travel Rarely",979,Sales,15,2,Marketing,3,Male,94,2,3,"Sales Executive",1,Divorced,7140,5k-10k,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
1755,1,34,27-35,No,"Travel Rarely",181,"Research & Development",2,4,Medical,4,Male,97,4,1,"Research Scientist",4,Married,2932,1k-5k,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
1756,1,33,27-35,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,"Sales Executive",2,Single,5147,5k-10k,10697,8,No,15,3,4,0,13,2,2,11,7,1,7
1757,1,49,45-53,No,"Travel Rarely",1313,Sales,11,4,Marketing,4,Female,80,3,2,"Sales Executive",4,Single,4507,1k-5k,8191,3,No,12,3,3,0,8,1,4,5,1,0,4
1758,1,33,27-35,Yes,"Travel Rarely",211,Sales,16,3,"Life Sciences",1,Female,74,3,3,"Sales Executive",1,Single,8564,5k-10k,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0
1760,1,38,36-44,No,"Travel Frequently",594,"Research & Development",2,2,Medical,3,Female,75,2,1,"Laboratory Technician",2,Married,2468,1k-5k,15963,4,No,14,3,2,1,9,4,2,6,1,0,5
1761,1,31,27-35,Yes,"Travel Rarely",1079,Sales,16,4,Marketing,1,Male,70,3,3,"Sales Executive",3,Married,8161,5k-10k,19002,2,No,13,3,1,3,10,2,3,1,0,0,0
1762,1,29,27-35,No,"Travel Rarely",590,"Research & Development",4,3,"Technical Degree",4,Female,91,2,1,"Research Scientist",1,Divorced,2109,1k-5k,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
1763,1,30,27-35,No,"Travel Rarely",305,"Research & Development",16,3,"Life Sciences",3,Male,58,4,2,"Healthcare Representative",3,Married,5294,5k-10k,9128,3,No,16,3,3,1,10,3,3,7,0,1,7
1764,1,32,27-35,No,Non-Travel,953,"Research & Development",5,4,"Technical Degree",2,Male,65,3,1,"Research Scientist",2,Single,2718,1k-5k,17674,2,No,14,3,2,0,12,3,3,7,7,0,7
1766,1,38,36-44,No,"Travel Rarely",833,"Research & Development",18,3,Medical,2,Male,60,1,2,"Healthcare Representative",4,Married,5811,5k-10k,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0
1767,1,43,36-44,Yes,"Travel Frequently",807,"Research & Development",17,3,"Technical Degree",3,Male,38,2,1,"Research Scientist",3,Married,2437,1k-5k,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0
1768,1,42,36-44,No,"Travel Rarely",855,"Research & Development",12,3,Medical,2,Male,57,3,1,"Laboratory Technician",2,Divorced,2766,1k-5k,8952,8,No,22,4,2,3,7,6,2,5,3,0,4
1770,1,55,54-60,No,"Travel Rarely",478,"Research & Development",2,3,Medical,3,Male,60,2,5,"Research Director",1,Married,19038,15k-20k,19805,8,No,12,3,2,3,34,2,3,1,0,0,0
1771,1,33,27-35,No,Non-Travel,775,"Research & Development",4,3,"Technical Degree",4,Male,90,3,2,"Research Scientist",2,Divorced,3055,1k-5k,6194,5,No,15,3,4,2,11,2,2,9,8,1,7
1772,1,41,36-44,No,"Travel Rarely",548,"Research & Development",9,4,"Life Sciences",3,Male,94,3,1,"Laboratory Technician",1,Divorced,2289,1k-5k,20520,1,No,20,4,2,2,5,2,3,5,3,0,4
1774,1,34,27-35,No,Non-Travel,1375,Sales,10,3,"Life Sciences",4,Male,87,3,2,"Sales Executive",3,Divorced,4001,1k-5k,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7
1775,1,53,45-53,No,Non-Travel,661,"Research & Development",1,4,Medical,1,Female,60,2,4,"Manufacturing Director",3,Married,12965,10k-15k,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2
1778,1,43,36-44,No,"Travel Rarely",244,"Human Resources",2,3,"Life Sciences",2,Male,97,3,1,"Human Resources",4,Single,3539,1k-5k,5033,0,No,13,3,2,0,10,5,3,9,7,1,8
1779,1,34,27-35,No,"Travel Rarely",511,Sales,3,2,"Life Sciences",4,Female,32,1,2,"Sales Executive",4,Single,6029,5k-10k,25353,5,No,12,3,1,0,6,3,3,2,2,2,2
1780,1,21,18-26,Yes,"Travel Rarely",337,Sales,7,1,Marketing,2,Male,31,3,1,"Sales Representative",2,Single,2679,1k-5k,4567,1,No,13,3,2,0,1,3,3,1,0,1,0
1782,1,38,36-44,No,"Travel Rarely",1153,"Research & Development",6,2,Other,4,Female,40,2,1,"Laboratory Technician",3,Married,3702,1k-5k,16376,1,No,11,3,2,1,5,3,3,5,4,0,4
1783,1,22,18-26,Yes,"Travel Rarely",1294,"Research & Development",8,1,Medical,3,Female,79,3,1,"Laboratory Technician",1,Married,2398,1k-5k,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0
1784,1,31,27-35,No,"Travel Rarely",196,Sales,29,4,Marketing,1,Female,91,2,2,"Sales Executive",4,Married,5468,5k-10k,13402,1,No,14,3,1,2,13,3,3,12,7,5,7
1786,1,51,45-53,No,"Travel Rarely",942,"Research & Development",3,3,"Technical Degree",1,Female,53,3,3,Manager,3,Married,13116,10k-15k,22984,2,No,11,3,4,0,15,2,3,2,2,2,2
1787,1,37,36-44,No,"Travel Rarely",589,Sales,9,2,Marketing,2,Male,46,2,2,"Sales Executive",2,Married,4189,1k-5k,8800,1,No,14,3,1,2,5,2,3,5,2,0,3
1789,1,46,45-53,No,"Travel Rarely",734,"Research & Development",2,4,Medical,3,Male,46,3,5,"Research Director",4,Divorced,19328,15k-20k,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2
1790,1,36,36-44,No,"Travel Rarely",1383,"Research & Development",10,3,"Life Sciences",4,Male,90,3,3,"Healthcare Representative",1,Married,8321,5k-10k,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7
1792,1,44,36-44,Yes,"Travel Frequently",429,"Research & Development",1,2,Medical,3,Male,99,3,1,"Research Scientist",2,Divorced,2342,1k-5k,11092,1,Yes,12,3,3,3,6,2,2,5,3,2,3
1794,1,37,36-44,No,"Travel Rarely",1239,"Human Resources",8,2,Other,3,Male,89,3,2,"Human Resources",2,Divorced,4071,1k-5k,12832,2,No,13,3,3,0,19,4,2,10,0,4,7
1797,1,35,27-35,Yes,"Travel Rarely",303,Sales,27,3,"Life Sciences",3,Male,84,3,2,"Sales Executive",4,Single,5813,5k-10k,13492,1,Yes,18,3,4,0,10,2,3,10,7,7,7
1798,1,33,27-35,No,"Travel Rarely",867,"Research & Development",8,4,"Life Sciences",4,Male,90,4,1,"Research Scientist",1,Married,3143,1k-5k,6076,6,No,19,3,2,1,14,1,3,10,8,7,6
1799,1,28,27-35,No,"Travel Rarely",1181,"Research & Development",1,3,"Life Sciences",3,Male,82,3,1,"Research Scientist",4,Married,2044,1k-5k,5531,1,No,11,3,3,1,5,6,4,5,3,0,3
1800,1,39,36-44,No,"Travel Rarely",1253,"Research & Development",10,1,Medical,3,Male,65,3,3,"Research Director",3,Single,13464,10k-15k,7914,7,No,21,4,3,0,9,3,3,4,3,2,2
1801,1,46,45-53,No,Non-Travel,849,Sales,26,2,"Life Sciences",2,Male,98,2,2,"Sales Executive",2,Single,7991,5k-10k,25166,8,No,15,3,3,0,6,3,3,2,2,2,2
1802,1,40,36-44,No,"Travel Rarely",616,"Research & Development",2,2,"Life Sciences",3,Female,99,3,1,"Laboratory Technician",1,Married,3377,1k-5k,25605,4,No,17,3,4,1,7,5,2,4,3,0,2
1803,1,42,36-44,No,"Travel Rarely",1128,"Research & Development",13,3,Medical,2,Male,95,4,2,"Healthcare Representative",1,Married,5538,5k-10k,5696,5,No,18,3,3,2,10,2,2,0,0,0,0
